";Orders (numPair";start;lifetime;capacity)
21;939;2701;1
36;939;2784;1
28;939;1905;1
26;939;2145;1
49;939;3094;1
71;939;1647;1
63;939;1223;1
42;939;2412;1
18;939;2221;1
85;939;1640;1
41;939;1641;1
12;939;1419;1
71;939;1512;1
90;939;2361;1
98;939;2103;1
3;939;3045;1
85;939;2409;1
44;939;1722;1
93;939;1735;1
14;940;2182;1
6;940;2950;1
10;940;1017;1
67;940;987;1
34;940;1928;1
5;940;1750;1
23;940;2409;1
20;940;1253;1
21;940;2075;1
97;940;2525;1
12;940;3265;1
37;940;1410;1
32;940;1514;1
72;940;1607;1
79;940;2274;1
31;940;2461;1
84;940;2902;1
88;940;1702;1
15;940;2029;1
82;940;1995;1
2;940;1880;1
69;940;1954;1
67;940;1973;1
37;940;2202;1
45;940;1501;1
54;940;1266;1
35;940;2835;1
35;940;1747;1
25;940;2190;1
73;940;1707;1
70;940;2303;1
95;940;2132;1
28;940;1183;1
85;940;1942;1
4;940;1413;1
69;940;1459;1
25;940;1864;1
55;940;2177;1
87;940;2348;1
15;941;1413;1
57;941;2254;1
17;941;1824;1
52;941;1844;1
56;941;1696;1
55;941;2166;1
76;941;1987;1
93;941;2600;1
81;941;1090;1
40;941;2154;1
37;941;1794;1
75;941;1424;1
90;941;1646;1
85;941;1017;1
52;941;1229;1
47;941;2053;1
99;941;2119;1
26;941;1840;1
87;941;1818;1
17;941;2541;1
80;941;1982;1
50;941;2234;1
40;941;1463;1
96;941;1701;1
68;941;1746;1
55;941;1594;1
20;941;1859;1
39;941;1671;1
20;941;2675;1
47;942;2303;1
41;942;2699;1
8;942;1730;1
71;942;1819;1
31;942;2284;1
47;942;2203;1
76;942;2759;1
35;942;2891;1
52;942;2184;1
65;942;1746;1
61;942;1700;1
26;942;404;1
2;942;1898;1
41;942;1643;1
53;942;1508;1
57;942;2202;1
84;942;1711;1
64;942;1999;1
20;942;852;1
45;942;1778;1
37;942;2296;1
85;942;2138;1
12;942;1454;1
16;942;1524;1
30;942;2227;1
85;942;1758;1
6;943;2004;1
38;943;2457;1
81;943;2509;1
82;943;1630;1
54;943;1801;1
65;943;2378;1
11;943;2412;1
98;943;1824;1
42;943;2244;1
92;943;2176;1
10;943;1702;1
61;943;1605;1
40;943;1856;1
66;943;1967;1
79;943;2608;1
79;943;1670;1
79;943;1329;1
90;943;1567;1
13;943;1477;1
34;943;3027;1
65;943;1869;1
87;943;2723;1
82;943;1470;1
6;943;2183;1
17;943;981;1
18;944;2645;1
95;944;1655;1
14;944;1757;1
48;944;1410;1
77;944;2278;1
6;944;1511;1
52;944;2224;1
97;944;873;1
63;944;1969;1
48;944;1725;1
6;944;2101;1
4;944;2497;1
91;944;1647;1
88;944;1080;1
83;944;1947;1
66;944;2738;1
57;944;1701;1
28;944;1834;1
89;944;1149;1
95;944;842;1
47;944;1478;1
43;944;1821;1
21;944;1910;1
85;944;998;1
24;944;1729;1
8;944;2836;1
39;944;2187;1
3;944;1228;1
28;944;1740;1
30;945;1826;1
48;945;2435;1
48;945;2205;1
87;945;1301;1
99;945;2538;1
75;945;1076;1
16;945;2237;1
76;945;1425;1
78;945;2270;1
13;945;1273;1
33;945;1710;1
65;945;1496;1
38;945;1663;1
2;945;2263;1
71;945;1666;1
13;945;2681;1
16;945;1657;1
95;945;1383;1
73;945;2041;1
76;945;1293;1
70;945;3247;1
9;945;1340;1
77;945;2337;1
67;945;2094;1
26;945;1825;1
50;945;2288;1
55;945;1446;1
43;945;2337;1
85;945;1423;1
15;945;2660;1
49;945;1204;1
24;945;1371;1
70;945;2601;1
39;945;1442;1
99;945;2550;1
36;945;1294;1
89;945;1590;1
60;945;1945;1
71;946;2366;1
73;946;2083;1
49;946;1619;1
29;946;2916;1
26;946;1541;1
16;946;2708;1
52;946;2888;1
76;946;2438;1
4;946;1430;1
61;946;1783;1
84;946;2247;1
56;946;2140;1
92;946;2122;1
22;946;2199;1
99;946;2910;1
21;946;1638;1
26;946;1718;1
37;946;1786;1
10;946;2469;1
54;946;2140;1
67;946;2290;1
56;946;1894;1
46;946;2345;1
52;946;2043;1
46;946;2470;1
63;946;2363;1
94;946;1981;1
43;946;2699;1
45;946;1531;1
9;946;2171;1
33;946;2344;1
49;946;1669;1
78;946;3127;1
94;946;1139;1
28;946;1818;1
4;946;2569;1
66;946;1933;1
38;946;1522;1
72;946;2175;1
83;947;1974;1
78;947;2251;1
98;947;2070;1
8;947;1915;1
62;947;1628;1
57;947;1523;1
56;947;2553;1
90;947;2116;1
77;947;2713;1
75;947;1588;1
93;947;1377;1
96;947;1696;1
58;947;2232;1
70;947;2072;1
3;947;2587;1
52;947;3195;1
73;947;1815;1
6;947;1926;1
53;947;2038;1
2;947;2613;1
63;947;2321;1
36;947;1729;1
96;947;1421;1
61;947;2150;1
90;947;1652;1
4;947;1698;1
41;947;2010;1
14;947;1847;1
83;947;1856;1
60;948;1762;1
51;948;1695;1
94;948;2656;1
88;948;1886;1
69;948;2304;1
50;948;1829;1
95;948;1746;1
32;948;1971;1
95;948;2280;1
57;948;2483;1
79;948;1641;1
98;948;2254;1
49;948;2152;1
67;948;780;1
77;948;2069;1
69;948;2259;1
83;948;2213;1
89;948;1414;1
41;948;1800;1
25;948;1676;1
69;948;2376;1
84;948;2236;1
92;948;1619;1
72;948;2317;1
81;948;1243;1
2;948;2655;1
65;948;2525;1
71;948;2377;1
35;949;842;1
74;949;2186;1
36;949;2100;1
98;949;2353;1
83;949;3242;1
13;949;2482;1
71;949;1975;1
83;949;1657;1
65;949;2711;1
75;949;1634;1
2;949;2296;1
66;949;856;1
66;949;1588;1
50;949;1351;1
69;949;1928;1
10;949;1783;1
81;949;2379;1
22;949;1800;1
60;949;2598;1
88;949;1835;1
78;949;2471;1
2;949;2143;1
52;949;3062;1
1;949;2552;1
43;949;2038;1
6;950;2054;1
84;950;2619;1
37;950;2283;1
4;950;1967;1
91;950;1918;1
63;950;2657;1
76;950;1646;1
85;950;3143;1
19;950;1323;1
50;950;2758;1
73;950;2344;1
41;950;2057;1
24;950;1865;1
93;950;1973;1
31;950;1739;1
60;950;1861;1
56;950;1847;1
61;950;1789;1
65;950;1438;1
22;950;1596;1
49;950;1870;1
67;950;2108;1
64;950;2435;1
84;950;2663;1
71;950;2056;1
43;950;947;1
27;950;1942;1
28;950;1873;1
67;950;2749;1
81;950;1668;1
75;950;1175;1
58;951;2126;1
77;951;1915;1
85;951;1392;1
34;951;1393;1
2;951;1143;1
88;951;709;1
17;951;2083;1
21;951;2011;1
82;951;2326;1
69;951;1850;1
9;951;1899;1
73;951;2488;1
11;951;1749;1
2;951;2027;1
36;951;1728;1
35;951;2505;1
89;951;1781;1
31;951;2890;1
4;951;2255;1
52;951;1861;1
68;951;1662;1
5;951;2247;1
53;951;2507;1
45;951;1339;1
32;951;1459;1
25;951;2001;1
22;951;2437;1
39;951;1425;1
53;951;1752;1
94;951;1563;1
7;951;1805;1
45;952;1633;1
58;952;1325;1
15;952;1577;1
42;952;2043;1
11;952;1015;1
15;952;2114;1
42;952;2807;1
99;952;2205;1
25;952;1964;1
17;952;1973;1
57;952;1202;1
45;952;2678;1
95;952;1680;1
35;952;1353;1
4;952;1554;1
35;952;2002;1
23;952;2286;1
32;952;1626;1
25;952;1022;1
43;952;1478;1
85;952;2578;1
85;952;2518;1
59;952;2900;1
38;952;1662;1
68;953;1426;1
75;953;1951;1
39;953;2187;1
15;953;2561;1
26;953;2918;1
68;953;3026;1
7;953;1810;1
73;953;1656;1
95;953;2454;1
100;953;1945;1
79;953;2026;1
61;953;2227;1
80;953;2269;1
16;953;2597;1
43;953;2862;1
73;953;2154;1
17;953;2006;1
89;953;2770;1
25;953;1762;1
80;953;2504;1
94;953;1563;1
9;953;1422;1
70;953;1950;1
25;953;2045;1
39;953;2102;1
7;953;2296;1
59;953;1929;1
79;953;1756;1
65;953;1674;1
76;953;2344;1
24;953;2186;1
38;953;2148;1
24;953;1848;1
51;953;2637;1
81;954;2065;1
40;954;1772;1
37;954;1891;1
83;954;2017;1
54;954;2765;1
1;954;1887;1
58;954;1970;1
62;954;1464;1
71;954;2008;1
67;954;903;1
25;954;2231;1
90;954;1354;1
86;954;2343;1
19;954;1414;1
58;954;1788;1
14;954;1147;1
96;954;2145;1
98;954;1773;1
13;954;2145;1
96;954;1933;1
66;954;1801;1
74;954;1592;1
2;954;2438;1
33;954;2581;1
4;954;1630;1
21;954;2025;1
10;954;2131;1
11;954;2441;1
47;954;1985;1
46;955;2411;1
39;955;1582;1
67;955;2072;1
31;955;2347;1
4;955;1339;1
63;955;1953;1
11;955;2308;1
98;955;914;1
51;955;2625;1
44;955;1955;1
92;955;2927;1
10;955;2292;1
28;955;2184;1
51;955;3023;1
19;955;2222;1
76;955;1530;1
57;955;1930;1
27;955;1693;1
70;955;2035;1
4;955;2036;1
32;955;2399;1
3;955;1268;1
63;955;2965;1
31;955;1810;1
1;955;1992;1
97;955;1107;1
50;955;1955;1
28;955;2280;1
8;955;1807;1
29;955;2330;1
18;956;2386;1
20;956;2476;1
28;956;751;1
4;956;2170;1
39;956;2059;1
30;956;1714;1
88;956;1872;1
57;956;2310;1
52;956;2036;1
81;956;1749;1
97;956;1526;1
70;956;1827;1
3;956;2129;1
83;956;2737;1
34;956;1149;1
33;956;1604;1
18;956;2546;1
93;956;1460;1
52;956;1834;1
51;956;1641;1
32;956;1315;1
62;956;1821;1
80;956;2094;1
73;956;1857;1
18;956;1923;1
57;956;1829;1
14;956;2290;1
81;956;2641;1
58;956;1803;1
61;956;1879;1
35;956;2852;1
81;956;1885;1
54;956;2914;1
96;956;2294;1
5;956;2819;1
50;956;2113;1
89;956;1630;1
14;956;2399;1
75;957;1401;1
77;957;3003;1
21;957;2209;1
4;957;1946;1
5;957;3195;1
33;957;2369;1
22;957;2076;1
24;957;2721;1
49;957;2394;1
64;957;1429;1
85;957;3077;1
51;957;2247;1
22;957;2427;1
13;957;2643;1
76;957;1437;1
31;957;1399;1
73;957;2070;1
78;957;1298;1
28;957;2500;1
90;957;2091;1
56;957;2642;1
20;957;1047;1
25;957;686;1
18;957;1856;1
56;957;2554;1
31;957;2734;1
38;957;1796;1
70;957;1553;1
63;957;2035;1
72;957;2506;1
81;957;1566;1
17;958;2843;1
75;958;1932;1
51;958;1755;1
96;958;2053;1
83;958;2136;1
40;958;1875;1
94;958;2027;1
30;958;2041;1
77;958;2398;1
37;958;1795;1
76;958;2032;1
79;958;2893;1
25;958;1961;1
78;958;2056;1
54;958;2548;1
29;958;2622;1
75;958;1638;1
73;958;2071;1
47;958;2978;1
61;958;2258;1
8;958;1194;1
22;958;2185;1
92;958;2409;1
6;958;2475;1
11;958;1370;1
59;958;1884;1
47;958;2129;1
62;958;3324;1
99;958;2780;1
44;958;1788;1
37;958;2440;1
26;959;2500;1
19;959;2043;1
47;959;2773;1
2;959;1816;1
83;959;2541;1
8;959;2064;1
15;959;1579;1
86;959;2584;1
96;959;2588;1
53;959;1773;1
20;959;1822;1
81;959;1730;1
30;959;2565;1
15;959;1719;1
48;959;2292;1
36;959;2341;1
7;959;2350;1
37;959;1725;1
39;959;2391;1
92;959;1629;1
85;959;1686;1
69;959;2026;1
35;959;1463;1
90;959;2434;1
34;959;2222;1
50;959;3083;1
87;959;1980;1
81;959;2111;1
4;959;2824;1
86;959;845;1
35;959;1511;1
91;960;2147;1
73;960;1856;1
20;960;2613;1
2;960;1315;1
80;960;1348;1
68;960;1488;1
96;960;2403;1
79;960;1042;1
1;960;2133;1
5;960;1028;1
52;960;2187;1
26;960;1185;1
86;960;1878;1
23;960;2688;1
15;960;1819;1
75;960;2717;1
61;960;2144;1
30;960;2089;1
16;960;2386;1
93;960;2389;1
68;960;1790;1
13;960;1900;1
25;960;1807;1
35;960;1570;1
66;960;2039;1
59;960;922;1
92;960;2092;1
35;960;1374;1
64;960;1177;1
81;960;2196;1
56;960;2022;1
37;960;1526;1
36;960;2214;1
18;960;1795;1
42;960;2053;1
94;960;1523;1
26;961;2640;1
19;961;2199;1
55;961;1858;1
98;961;1820;1
35;961;2570;1
26;961;2242;1
8;961;2430;1
58;961;2055;1
40;961;2120;1
85;961;2807;1
83;961;1512;1
30;961;987;1
89;961;2210;1
15;961;2594;1
84;961;1789;1
19;961;2228;1
2;961;2471;1
85;961;1822;1
27;961;1271;1
10;961;2557;1
33;961;2433;1
38;961;2211;1
82;961;1437;1
41;961;1501;1
37;962;2496;1
62;962;1661;1
21;962;2590;1
100;962;2069;1
37;962;2243;1
73;962;1070;1
90;962;1342;1
63;962;1703;1
89;962;2747;1
46;962;1401;1
82;962;1854;1
31;962;1753;1
59;962;2454;1
23;962;1085;1
22;962;2465;1
96;962;1666;1
17;962;2035;1
66;962;1368;1
96;962;2260;1
91;962;1694;1
82;962;1760;1
51;962;1642;1
74;962;2964;1
2;962;1347;1
25;962;1397;1
88;962;1895;1
8;962;2202;1
95;962;1515;1
22;962;1796;1
18;962;2150;1
21;962;2011;1
41;962;2458;1
6;962;1729;1
10;962;2902;1
68;962;1280;1
44;962;1535;1
68;962;2430;1
62;962;1144;1
88;962;1930;1
71;963;1596;1
10;963;2784;1
25;963;2500;1
90;963;2503;1
96;963;1352;1
94;963;1977;1
67;963;1640;1
65;963;1460;1
74;963;1741;1
77;963;1608;1
22;963;895;1
9;963;2081;1
80;963;1393;1
51;963;1359;1
62;963;1290;1
48;963;1312;1
79;963;1490;1
40;963;2140;1
70;963;2517;1
21;963;2225;1
2;963;1536;1
67;963;3068;1
49;963;1951;1
52;963;2014;1
53;963;1279;1
60;963;947;1
13;963;1652;1
16;963;1561;1
47;963;1738;1
55;964;1948;1
30;964;2084;1
98;964;2213;1
62;964;2197;1
27;964;1721;1
51;964;1966;1
95;964;1835;1
25;964;1965;1
72;964;2799;1
27;964;1914;1
57;964;2886;1
7;964;2173;1
96;964;1939;1
66;964;1863;1
60;964;2086;1
42;964;1545;1
70;964;2467;1
41;964;2607;1
34;964;2167;1
41;964;1390;1
63;964;2900;1
98;964;1860;1
3;964;1604;1
30;964;1500;1
55;964;1218;1
12;964;1699;1
7;964;2317;1
50;964;2098;1
11;965;2479;1
8;965;2542;1
37;965;2717;1
14;965;1744;1
12;965;1936;1
10;965;2152;1
67;965;1003;1
19;965;1647;1
2;965;2679;1
87;965;1226;1
32;965;1990;1
82;965;2292;1
69;965;2173;1
99;965;1405;1
46;965;1813;1
83;965;2204;1
63;965;1962;1
95;965;2453;1
9;965;1772;1
64;965;1948;1
46;965;2572;1
61;965;1597;1
20;965;2703;1
1;965;3136;1
57;966;1661;1
67;966;2463;1
72;966;1053;1
85;966;2364;1
56;966;1866;1
21;966;1767;1
64;966;2007;1
23;966;2414;1
80;966;1957;1
95;966;2683;1
100;966;1743;1
31;966;1560;1
14;966;1711;1
18;966;2300;1
83;966;2328;1
3;966;2343;1
35;966;1887;1
8;966;922;1
32;966;1448;1
43;966;1095;1
94;966;1763;1
41;966;1381;1
47;966;1755;1
24;966;2093;1
78;966;1893;1
60;966;2083;1
60;966;2373;1
11;966;1628;1
36;967;2124;1
99;967;2223;1
94;967;1804;1
70;967;1508;1
69;967;3022;1
27;967;2125;1
77;967;1678;1
83;967;1865;1
70;967;1647;1
97;967;2067;1
71;967;1338;1
59;967;2024;1
72;967;3239;1
72;967;1772;1
52;967;2644;1
56;967;2840;1
69;967;2719;1
43;967;1877;1
53;967;2099;1
25;967;2088;1
5;967;1849;1
15;967;1958;1
24;967;1230;1
76;967;1335;1
52;967;2480;1
93;967;1689;1
49;967;1963;1
15;968;2106;1
68;968;1748;1
7;968;2899;1
43;968;1110;1
68;968;1843;1
52;968;1788;1
13;968;2180;1
80;968;1659;1
80;968;2029;1
45;968;1867;1
59;968;1657;1
66;968;1334;1
15;968;1260;1
26;968;2185;1
21;968;2063;1
100;968;1467;1
79;968;2499;1
55;968;2690;1
97;968;1627;1
98;968;2548;1
99;968;2098;1
65;968;1305;1
51;968;580;1
49;968;2023;1
27;968;1995;1
53;968;2406;1
79;968;1740;1
7;968;1567;1
57;968;1362;1
80;968;2152;1
76;969;2081;1
79;969;1164;1
22;969;2528;1
79;969;2011;1
87;969;1612;1
96;969;1301;1
22;969;1958;1
34;969;1918;1
5;969;2172;1
77;969;2177;1
29;969;3059;1
74;969;1657;1
97;969;1641;1
76;969;2251;1
10;969;2140;1
43;969;1658;1
34;969;2389;1
13;969;1620;1
74;969;2554;1
44;969;2236;1
52;969;2664;1
41;969;1941;1
49;969;2061;1
25;969;2692;1
10;969;1912;1
27;969;2598;1
75;969;1448;1
26;969;1860;1
50;969;2017;1
19;969;2192;1
7;969;1784;1
25;969;2603;1
56;969;1976;1
84;969;2069;1
70;970;2723;1
6;970;2036;1
86;970;1556;1
87;970;2802;1
93;970;2770;1
56;970;2324;1
98;970;2544;1
38;970;1756;1
14;970;2425;1
97;970;1980;1
61;970;2490;1
54;970;1628;1
6;970;3169;1
88;970;1678;1
22;970;1792;1
89;970;1665;1
1;970;1716;1
93;970;2150;1
53;970;2441;1
26;970;1635;1
57;970;2335;1
94;970;2823;1
75;970;3271;1
38;970;2150;1
31;970;1664;1
89;970;885;1
3;970;3141;1
31;971;2611;1
92;971;1840;1
54;971;1570;1
97;971;1692;1
69;971;998;1
59;971;1393;1
57;971;2316;1
85;971;1593;1
18;971;1940;1
23;971;2238;1
92;971;1816;1
82;971;1948;1
67;971;974;1
61;971;2176;1
98;971;1905;1
34;971;1882;1
86;971;1634;1
4;971;2027;1
8;971;2448;1
44;971;2147;1
90;971;2344;1
90;971;2311;1
93;971;1545;1
55;971;2655;1
53;971;1359;1
44;971;2132;1
93;971;1574;1
82;971;2199;1
53;972;1950;1
81;972;2310;1
88;972;2426;1
85;972;1908;1
98;972;2112;1
44;972;1884;1
32;972;2708;1
33;972;2136;1
68;972;2985;1
56;972;1600;1
12;972;1831;1
83;972;2706;1
37;972;2830;1
25;972;2688;1
31;972;2536;1
55;972;1387;1
82;972;1637;1
22;972;2277;1
7;972;1236;1
40;972;1977;1
27;972;2272;1
50;972;2277;1
74;972;1351;1
3;972;1821;1
84;972;1879;1
50;972;1277;1
45;972;2442;1
3;972;1611;1
1;972;2453;1
4;972;2381;1
7;972;1854;1
11;972;2376;1
20;973;1447;1
47;973;1404;1
23;973;1979;1
77;973;1959;1
80;973;2113;1
16;973;1773;1
72;973;2171;1
16;973;1674;1
53;973;2103;1
29;973;1640;1
67;973;1842;1
23;973;2646;1
30;973;1423;1
96;973;2472;1
31;973;1997;1
82;974;1780;1
73;974;2207;1
97;974;2925;1
60;974;1762;1
87;974;2409;1
38;974;2305;1
74;974;2177;1
56;974;2084;1
16;974;2410;1
25;974;1768;1
87;974;2326;1
80;974;2632;1
71;974;1332;1
91;974;2563;1
51;974;2010;1
33;974;1956;1
10;974;1245;1
2;974;1988;1
40;974;2603;1
82;974;1990;1
89;974;2082;1
34;974;2593;1
23;974;1714;1
2;974;1787;1
6;974;2246;1
67;974;1946;1
24;974;1537;1
32;974;1334;1
84;974;2790;1
40;974;1740;1
78;974;2393;1
56;974;156;1
27;974;2172;1
54;974;2935;1
2;975;2430;1
44;975;1320;1
22;975;1006;1
26;975;2657;1
49;975;2129;1
20;975;2150;1
45;975;2651;1
18;975;1535;1
60;975;2130;1
2;975;1764;1
89;975;1610;1
59;975;1779;1
56;975;1767;1
17;975;2017;1
47;975;1609;1
27;975;1407;1
63;975;2112;1
71;975;1464;1
52;975;1836;1
31;975;1944;1
5;975;1905;1
47;975;1739;1
75;975;2283;1
64;975;2204;1
92;975;1507;1
55;975;1408;1
37;975;2287;1
75;975;1956;1
96;975;1978;1
29;975;1760;1
68;975;2116;1
99;975;1252;1
65;976;1784;1
98;976;1351;1
66;976;2507;1
74;976;3047;1
36;976;2574;1
69;976;2819;1
9;976;1987;1
88;976;1661;1
90;976;2351;1
73;976;1742;1
60;976;702;1
61;976;2217;1
31;976;1319;1
66;976;1437;1
71;976;1393;1
90;976;2817;1
87;976;2272;1
24;976;1840;1
56;976;2610;1
69;976;2407;1
18;976;2333;1
32;976;1732;1
62;976;1788;1
10;976;2371;1
84;977;2539;1
7;977;2235;1
12;977;3065;1
45;977;1587;1
61;977;2294;1
67;977;2693;1
14;977;2136;1
53;977;2544;1
94;977;1348;1
29;977;1937;1
37;977;945;1
41;977;2533;1
25;977;2146;1
19;977;2898;1
33;977;2229;1
95;977;1547;1
73;977;1830;1
46;977;2014;1
77;977;1841;1
62;977;2363;1
72;977;1360;1
10;977;1958;1
71;977;2296;1
49;977;1923;1
73;978;1376;1
12;978;1671;1
49;978;2098;1
55;978;1668;1
84;978;2694;1
21;978;1902;1
36;978;1981;1
68;978;1333;1
31;978;1184;1
40;978;1879;1
34;978;2871;1
96;978;2065;1
30;978;2503;1
28;978;2175;1
9;978;1791;1
75;978;2152;1
68;978;2508;1
27;978;1364;1
39;978;1624;1
10;978;1955;1
53;978;1535;1
57;978;1816;1
8;978;2417;1
67;978;1775;1
72;978;2345;1
55;978;2024;1
89;978;2203;1
52;979;2468;1
40;979;1611;1
9;979;1616;1
5;979;2130;1
56;979;1595;1
6;979;1950;1
67;979;2667;1
66;979;2533;1
32;979;1959;1
20;979;2255;1
21;979;1967;1
18;979;2473;1
54;979;2044;1
64;979;947;1
99;979;1699;1
52;979;2152;1
25;979;1922;1
73;979;3096;1
44;979;2381;1
29;979;2166;1
99;979;1482;1
21;979;1498;1
34;979;3136;1
51;979;1786;1
96;979;1940;1
8;979;2139;1
37;979;1930;1
26;979;2827;1
77;979;2261;1
91;979;3197;1
16;979;2539;1
26;979;2520;1
60;979;746;1
56;979;2048;1
5;979;1405;1
19;980;1406;1
23;980;2034;1
92;980;2622;1
18;980;1677;1
25;980;1576;1
52;980;1758;1
48;980;2734;1
20;980;1241;1
53;980;2073;1
81;980;2431;1
6;980;1761;1
7;980;1955;1
98;980;2115;1
18;980;2297;1
63;980;2422;1
39;980;2191;1
81;980;2160;1
73;980;2350;1
94;980;1762;1
83;980;2241;1
59;980;2278;1
65;980;2312;1
58;980;2137;1
30;980;2330;1
58;980;1684;1
72;980;2413;1
37;980;2350;1
36;980;1847;1
55;980;1677;1
16;980;1601;1
35;980;1990;1
81;981;1433;1
68;981;2372;1
46;981;1736;1
40;981;1991;1
89;981;1831;1
23;981;1324;1
97;981;2092;1
85;981;2394;1
69;981;2996;1
92;981;1490;1
27;981;1988;1
50;981;973;1
17;981;1807;1
76;981;2255;1
92;981;1249;1
74;981;1811;1
40;981;854;1
59;981;1996;1
7;981;2076;1
99;981;2206;1
57;981;2130;1
26;981;2549;1
95;981;1004;1
54;981;3159;1
52;981;1895;1
55;981;2025;1
37;981;2147;1
69;981;2478;1
66;981;2639;1
52;981;1157;1
76;981;2166;1
2;981;2668;1
97;981;872;1
9;981;2375;1
22;981;2448;1
46;981;2602;1
51;982;2300;1
66;982;1943;1
58;982;1931;1
52;982;2699;1
83;982;2675;1
53;982;2677;1
74;982;1847;1
8;982;1862;1
57;982;2368;1
80;982;2202;1
50;982;1595;1
83;982;2074;1
51;982;1804;1
76;982;2704;1
17;982;1560;1
73;982;2370;1
27;982;2312;1
87;982;1020;1
15;982;1704;1
60;982;1458;1
51;982;1539;1
42;982;1946;1
25;982;1534;1
13;982;1819;1
26;982;2491;1
64;982;1695;1
96;982;1958;1
83;982;2169;1
19;982;2234;1
16;983;1605;1
76;983;2727;1
50;983;1762;1
84;983;2178;1
64;983;2180;1
60;983;2393;1
48;983;2218;1
42;983;2017;1
56;983;1990;1
47;983;1092;1
72;983;2687;1
52;983;3050;1
92;983;1756;1
98;983;2442;1
47;983;2139;1
89;983;2252;1
44;983;2287;1
93;983;1167;1
49;983;2160;1
16;983;1928;1
81;983;2039;1
37;983;1906;1
63;983;2128;1
62;983;2407;1
23;983;734;1
61;983;2874;1
42;984;2242;1
6;984;1362;1
65;984;1590;1
34;984;2494;1
30;984;1784;1
47;984;2117;1
21;984;918;1
6;984;2096;1
34;984;2193;1
16;984;455;1
13;984;889;1
88;984;2436;1
74;984;3016;1
10;984;2646;1
49;984;1513;1
99;984;2269;1
48;984;2213;1
59;984;2440;1
73;984;2038;1
95;984;2045;1
5;984;1455;1
39;984;1817;1
58;984;1512;1
53;984;1672;1
5;984;1923;1
57;984;2288;1
10;984;2136;1
56;984;2341;1
80;984;1961;1
33;984;2413;1
93;984;2523;1
47;984;1232;1
42;984;1911;1
72;984;1478;1
72;985;2266;1
99;985;1256;1
81;985;1271;1
42;985;1919;1
34;985;1311;1
92;985;1701;1
84;985;2247;1
80;985;1609;1
12;985;1749;1
84;985;561;1
28;985;1695;1
33;985;2178;1
57;985;2073;1
55;985;2660;1
63;985;1827;1
11;985;2171;1
28;985;2178;1
53;985;2450;1
71;985;2004;1
22;985;2288;1
29;985;1494;1
43;985;2616;1
54;985;1801;1
61;985;2236;1
42;985;1692;1
50;985;1887;1
82;985;3008;1
100;985;1540;1
99;985;1604;1
71;985;3203;1
14;985;2227;1
48;985;2254;1
94;986;1960;1
10;986;1821;1
50;986;1695;1
82;986;1625;1
54;986;1968;1
24;986;2430;1
77;986;2477;1
10;986;1979;1
68;986;1930;1
31;986;2092;1
38;986;2065;1
77;986;611;1
64;986;2690;1
23;986;1536;1
40;986;3141;1
87;986;2745;1
63;986;2189;1
59;986;2310;1
18;986;2169;1
42;986;2185;1
74;986;2383;1
27;986;2208;1
88;986;1697;1
71;986;1681;1
84;986;2042;1
50;986;1494;1
56;986;2139;1
94;986;2188;1
54;986;2821;1
76;986;1683;1
83;986;1839;1
86;986;2063;1
66;986;1649;1
33;986;1864;1
43;986;2586;1
68;986;1190;1
74;986;1321;1
20;987;1726;1
16;987;2456;1
64;987;1699;1
94;987;1190;1
30;987;2579;1
26;987;2196;1
10;987;1129;1
28;987;1930;1
96;987;2280;1
64;987;2254;1
80;987;1438;1
29;987;2390;1
90;987;2698;1
87;987;1668;1
88;987;2100;1
77;987;2387;1
96;987;1971;1
63;987;2374;1
2;987;1884;1
72;987;2149;1
68;987;1685;1
33;987;2314;1
38;987;1614;1
95;987;1950;1
58;987;1805;1
17;987;2747;1
25;987;1482;1
34;987;1465;1
91;987;2323;1
77;987;2095;1
41;987;2306;1
16;988;1815;1
20;988;2287;1
40;988;2016;1
13;988;2898;1
67;988;2581;1
55;988;1456;1
81;988;2783;1
10;988;1570;1
49;988;2286;1
98;988;2503;1
69;988;1711;1
25;988;1794;1
30;988;1411;1
6;988;2571;1
94;988;2418;1
72;988;2669;1
10;988;1707;1
45;988;2332;1
83;988;2096;1
47;988;1776;1
86;988;2299;1
23;988;1815;1
18;988;2797;1
76;988;1489;1
88;988;1536;1
59;988;3614;1
86;988;2438;1
78;988;1775;1
14;988;2107;1
6;989;1958;1
4;989;1143;1
3;989;2168;1
7;989;1245;1
21;989;1323;1
91;989;2782;1
62;989;1311;1
94;989;2074;1
82;989;2701;1
48;989;1878;1
24;989;2233;1
30;989;2582;1
36;989;2179;1
80;989;1903;1
56;989;1889;1
16;989;2674;1
67;989;2284;1
95;989;1167;1
85;989;1881;1
67;989;2666;1
18;989;2119;1
9;989;1923;1
64;989;1688;1
82;989;2708;1
59;989;2947;1
38;989;2418;1
81;990;2668;1
8;990;1823;1
32;990;2034;1
50;990;1774;1
3;990;1952;1
45;990;1724;1
27;990;1760;1
89;990;1188;1
94;990;2704;1
7;990;1751;1
42;990;1862;1
39;990;2444;1
9;990;1337;1
39;990;3006;1
19;990;1635;1
11;990;2283;1
72;990;2325;1
69;990;1787;1
41;990;1978;1
40;990;1634;1
70;990;1969;1
18;990;1529;1
28;990;2227;1
91;990;2582;1
86;990;1459;1
77;990;1826;1
11;990;3078;1
68;990;1403;1
57;990;1601;1
83;990;2112;1
85;990;2204;1
65;990;2084;1
45;990;2576;1
